agent,arrival_rate,seed,episode,exploit_reward,explore_reward
vqc,50,7,2,29.862143589875757,12.683942824002315
vqc,50,7,3,13.885097913902655,26.153852952253473
vqc,50,7,4,19.628742384790712,30.043440867512004
vqc,50,7,5,18.965719047722928,22.698052749896306
vqc,50,7,6,29.4374926425063,14.58182193570292
vqc,50,7,7,30.656760942557952,28.07281023624705
vqc,50,7,8,14.998396910730321,9.796686417616343
vqc,50,7,9,36.99648148700908,22.57213484249472
vqc,50,7,10,31.347931512047467,42.873977052284715
vqc,50,13,1,26.055848490067092,4.856233391941373
vqc,50,13,2,18.826484658610127,24.943611072651038
vqc,50,13,3,23.03458846422177,17.867233355293592
vqc,50,13,4,37.494561931645336,17.93664791121094
vqc,50,13,5,20.1743241583287,54.176734319994125
vqc,50,13,6,28.400565941938623,35.96024574047598
vqc,50,13,7,28.213638714384786,32.18423799236609
vqc,50,13,8,14.043980943089664,21.131852911898704
vqc,50,13,9,18.12028935733605,34.08815303193198
vqc,50,13,10,51.76898644741084,16.321614359936746
vqc,50,21,1,18.16275244807332,16.191097286658135
vqc,50,21,2,46.302034319795894,21.803898822457256
vqc,50,21,3,17.143909868256543,13.587973699260289
vqc,50,21,4,23.842514536087037,19.568297590949214
vqc,50,21,5,25.139021797020064,27.6228175112405
vqc,50,21,6,42.33484490722856,21.28759178009699
vqc,50,21,7,23.99900211909147,12.707383119138285
vqc,50,21,8,20.575829409410844,25.696750404131933
vqc,50,21,9,22.209086446717805,18.28862395432293
vqc,50,21,10,20.519295906142418,10.96978984616294
vqc,50,42,1,18.21823324265324,38.69440322032733
vqc,50,42,2,18.621585037384875,23.993782069642606
vqc,50,42,3,9.00740467575389,17.430369873744894
vqc,50,42,4,30.454091841022375,17.336762229698934
vqc,50,42,5,30.53698862378542,22.07333285628249
vqc,50,42,6,21.473273083539766,42.09854996387435
vqc,50,42,7,40.50122821966988,18.081418255185298
vqc,50,42,8,24.46901487232661,19.731140932658093
vqc,50,42,9,32.30831084019525,28.001856210258097
vqc,50,42,10,33.15280633012978,27.78569176379301
vqc,50,69,1,22.200317083941684,20.72732175219366
vqc,50,69,2,27.89974384103698,26.95113379391819
vqc,50,69,3,30.752672435347264,44.01420564350019
vqc,50,69,4,27.551072074088665,19.43194697416152
vqc,50,69,5,19.129900288922045,21.95208889281639
vqc,50,69,6,36.499845479468036,27.210637974945826
vqc,50,69,7,39.026270143911006,21.299942339116967
vqc,50,69,8,34.714633150118175,31.252173103452265
vqc,50,69,9,15.528820539362641,24.687520294579485
vqc,50,69,10,32.19649086360212,33.95419096357132
vqc,100,7,1,65.39494880980328,57.429187802361184
vqc,100,7,2,69.91951113475207,32.02917249503025
vqc,100,7,3,30.04026138584743,34.94436657424126
vqc,100,7,4,44.759462535594366,65.91373843781298
vqc,100,7,5,43.79119894207727,42.815150865540886
vqc,100,7,6,46.720971470581645,36.90463546041394
vqc,100,7,7,50.99839110580717,52.007691537508435
vqc,100,7,8,43.56122331174663,26.7229497310052
vqc,100,7,9,69.58020352540143,40.30927062095972
vqc,100,7,10,47.51533570486242,71.21624938985165
vqc,100,13,1,54.789032371199255,15.447730937722099
vqc,100,13,2,2.442762230335802,36.44858351661236
vqc,100,13,3,52.51198186245938,46.37871710824152
vqc,100,13,4,65.09148540757514,34.95240127068939
vqc,100,13,5,38.85221065275715,66.40889627315264
vqc,100,13,6,51.10419957606189,60.21160922501244
vqc,100,13,7,50.05428186123393,67.22588476922692
vqc,100,13,8,37.96315598550365,50.41311436476565
vqc,100,13,9,52.6094036131899,62.581228192114295
vqc,100,13,10,69.73134855052285,36.019162238550905
vqc,100,21,1,33.642698155640474,43.03672317542248
vqc,100,21,2,68.01680102909211,49.67576371460376
vqc,100,21,3,47.87110704557114,18.015585162299544
vqc,100,21,4,46.305338607983856,32.48749312640848
vqc,100,21,5,62.11602050862916,56.13496257103503
vqc,100,21,6,82.85775484397777,44.17757535500857
vqc,100,21,7,52.731818917057524,41.91421248599153
vqc,100,21,8,36.09304496970674,54.29854613672637
vqc,100,21,9,47.64866516883444,47.21371963576473
vqc,100,21,10,43.246575554757555,40.336467203391464
vqc,100,42,1,32.05916318245227,75.83633852802785
vqc,100,42,2,53.53557535594564,49.021556791263606
vqc,100,42,3,21.066067617935232,36.04623315922436
vqc,100,42,4,47.48393108701521,36.78712637178728
vqc,100,42,5,64.209285792483,36.501260575397865
vqc,100,42,6,44.38387022496306,66.98093365255306
vqc,100,42,7,78.42707303837517,30.494224982142214
vqc,100,42,8,44.38489208568005,41.768237435744254
vqc,100,42,9,58.01514766205355,50.019241204117634
vqc,100,42,10,36.58853161249013,37.35354463318032
vqc,100,69,1,42.21977159231517,38.62466643431037
vqc,100,69,2,63.574349054703816,50.31949139292698
vqc,100,69,3,57.45497301720107,61.19710594755725
vqc,100,69,4,33.06229954488629,19.818104408237787
vqc,100,69,5,42.222323381085516,42.51091065169162
vqc,100,69,6,58.84298433983918,42.616416906139534
vqc,100,69,7,72.25299150546084,49.69870910558973
vqc,100,69,8,61.02767366735793,76.46259100733096
vqc,100,69,9,42.68378911528157,47.709902002395665
vqc,100,69,10,66.78576435229542,45.531281905467665
vqc,200,7,1,114.69151493896516,97.7598863223202
vqc,200,7,2,133.72680213289982,70.01955353863332
vqc,200,7,3,54.275754605181874,80.16707953561036
vqc,200,7,4,98.0061719721923,102.83230596863177
vqc,200,7,5,84.31783886832534,89.35390824816812
vqc,200,7,6,105.76267043758958,82.8009357307368
vqc,200,7,7,107.18592778001471,87.34425545559384
vqc,200,7,8,85.18419974053927,64.00010035059518
vqc,200,7,9,119.8422909213001,75.11006893871246
vqc,200,7,10,107.74020663231823,116.21323430408756
vqc,200,13,1,98.30900848191891,58.77331299179923
vqc,200,13,2,38.660622741052066,70.43334859249921
vqc,200,13,3,103.83630973562822,99.802527387184
vqc,200,13,4,95.68498319339926,72.298388328741
vqc,200,13,5,97.18667589705183,99.55543767274628
vqc,200,13,6,103.84191707771583,109.09677801405564
vqc,200,13,7,109.89530622683552,108.15905782404627
vqc,200,13,8,94.03353665658346,91.51288846572874
vqc,200,13,9,110.4806740113115,106.67272367294498
vqc,200,13,10,112.16426059786295,89.91487816456242
vqc,200,21,1,96.84063163970004,86.86129035438009
vqc,200,21,2,108.20331214354098,84.06589180033944
vqc,200,21,3,109.58471926469099,15.061549184097657
vqc,200,21,4,98.45203322034467,80.98401500443583
vqc,200,21,5,115.51470725197726,108.85813069650067
vqc,200,21,6,136.70993293219772,82.74204378181264
vqc,200,21,7,89.80351798826473,82.17598176062825
vqc,200,21,8,97.1284952927582,98.45781544340139
vqc,200,21,9,94.92463500126973,84.83145127551938
vqc,200,21,10,87.38863067851821,82.1215828542347
vqc,200,42,1,70.44408959477778,115.89380849007262
vqc,200,42,2,92.6738261199464,108.88472264286258
vqc,200,42,3,74.4241855048871,83.15149464000615
vqc,200,42,4,104.16162125619303,98.62516540686761
vqc,200,42,5,140.02342011672044,86.13983800159878
vqc,200,42,6,90.4558867904916,72.92171917062075
vqc,200,42,7,115.81726386395928,75.97539090792282
vqc,200,42,8,100.37749359047598,88.91930336088035
vqc,200,42,9,98.16160983073985,82.3834875531237
vqc,200,42,10,82.92649506517883,74.29734663142017
vqc,200,69,1,88.27228971408596,64.95054234249915
vqc,200,69,2,129.9738508660089,76.37489416596782
vqc,200,69,3,113.03281644791588,116.1148939382856
vqc,200,69,4,113.58513584133237,77.70470810009948
vqc,200,69,5,92.53263162860549,94.61324588924101
vqc,200,69,6,122.39298210590096,89.73142333236501
vqc,200,69,7,132.85159531911586,92.65319226654009
vqc,200,69,8,109.17559621838004,143.9474192186717
vqc,200,69,9,92.02396028655062,102.79087511541888
vqc,200,69,10,114.96971009608836,100.00369444821142
vqc,500,7,1,114.69151493896516,97.7598863223202
vqc,500,7,2,133.72680213289982,70.01955353863332
vqc,500,7,3,54.275754605181874,80.16707953561036
vqc,500,7,4,98.0061719721923,102.83230596863177
vqc,500,7,5,84.31783886832534,89.35390824816812
vqc,500,7,6,105.76267043758958,82.8009357307368
vqc,500,7,7,107.18592778001471,87.34425545559384
vqc,500,7,8,85.18419974053927,64.00010035059518
vqc,500,7,9,119.8422909213001,75.11006893871246
vqc,500,7,10,107.74020663231823,116.21323430408756
vqc,500,13,1,98.30900848191891,58.77331299179923
vqc,500,13,2,38.660622741052066,70.43334859249921
vqc,500,13,3,103.83630973562822,99.802527387184
vqc,500,13,4,95.68498319339926,72.298388328741
vqc,500,13,5,97.18667589705183,99.55543767274628
vqc,500,13,6,103.84191707771583,109.09677801405564
vqc,500,13,7,109.89530622683552,108.15905782404627
vqc,500,13,8,94.03353665658346,91.51288846572874
vqc,500,13,9,110.4806740113115,106.67272367294498
vqc,500,13,10,112.16426059786295,89.91487816456242
vqc,500,21,1,96.84063163970004,86.86129035438009
vqc,500,21,2,108.20331214354098,84.06589180033944
vqc,500,21,3,109.58471926469099,15.061549184097657
vqc,500,21,4,98.45203322034467,80.98401500443583
vqc,500,21,5,115.51470725197726,108.85813069650067
vqc,500,21,6,136.70993293219772,82.74204378181264
vqc,500,21,7,89.80351798826473,82.17598176062825
vqc,500,21,8,97.1284952927582,98.45781544340139
vqc,500,21,9,94.92463500126973,84.83145127551938
vqc,500,21,10,87.38863067851821,82.1215828542347
vqc,500,42,1,70.44408959477778,115.89380849007262
vqc,500,42,2,92.6738261199464,108.88472264286258
vqc,500,42,3,74.4241855048871,83.15149464000615
vqc,500,42,4,104.16162125619303,98.62516540686761
vqc,500,42,5,140.02342011672044,86.13983800159878
vqc,500,42,6,90.4558867904916,72.92171917062075
vqc,500,42,7,115.81726386395928,75.97539090792282
vqc,500,42,8,100.37749359047598,88.91930336088035
vqc,500,42,9,98.16160983073985,82.3834875531237
vqc,500,42,10,82.92649506517883,74.29734663142017
vqc,500,69,1,88.27228971408596,64.95054234249915
vqc,500,69,2,129.9738508660089,76.37489416596782
vqc,500,69,3,113.03281644791588,116.1148939382856
vqc,500,69,4,113.58513584133237,77.70470810009948
vqc,500,69,5,92.53263162860549,94.61324588924101
vqc,500,69,6,122.39298210590096,89.73142333236501
vqc,500,69,7,132.85159531911586,92.65319226654009
vqc,500,69,8,109.17559621838004,143.9474192186717
vqc,500,69,9,92.02396028655062,102.79087511541888
vqc,500,69,10,114.96971009608836,100.00369444821142
