Episode,Total Reward,Steps,Inventory Size,Epsilon,Time (s),Actor Loss,Critic Loss
155,30.377952261886623,200,5.0,N/A,23.839772939682007,0.09472187,0.12433583
156,8.137262868969996,200,-6.0,N/A,23.9584698677063,0.10680285,0.12667924
157,18.993990055725916,200,-1.0,N/A,23.929837942123413,0.14112572,0.13345972
158,28.293919676245736,200,1.0,N/A,23.83963894844055,0.100982055,0.13603234
159,25.4681688524547,200,-7.0,N/A,23.944649934768677,0.13876203,0.13499506
160,21.208652659455506,200,-5.0,N/A,23.837890148162842,0.16431849,0.10796353
161,23.235552065211813,200,-1.0,N/A,23.83896517753601,0.13290495,0.120682426
162,32.9908903206085,200,-5.0,N/A,23.95794105529785,0.11600758,0.15355152
163,18.50449135866703,200,2.0,N/A,23.85481595993042,0.15793386,0.1348404
164,12.616170334283593,200,-1.0,N/A,23.904168128967285,0.16194333,0.107176274
165,10.989399987376366,200,8.0,N/A,24.18189287185669,0.15005893,0.12744027
166,18.76178536909038,200,1.0,N/A,24.112711191177368,0.09793596,0.118384674
167,24.35248874466381,200,-8.0,N/A,24.294745683670044,0.16569306,0.13852023
168,29.66691027359402,200,-5.0,N/A,23.953180074691772,0.14652264,0.11898349
169,17.023385189547152,200,-7.0,N/A,23.90401268005371,0.18177219,0.14431152
170,22.61090608457941,200,-1.0,N/A,25.613436937332153,0.12138919,0.14617601
171,24.21393171389987,200,-7.0,N/A,23.381351232528687,0.17481253,0.14915118
172,35.36669354188893,200,-7.0,N/A,24.46033525466919,0.16221118,0.14438693
173,12.046271300722646,200,-3.0,N/A,25.742273092269897,0.16752476,0.1265638
174,20.975914322895164,200,-1.0,N/A,25.124916076660156,0.15594566,0.1332447
175,23.91848099285842,200,-1.0,N/A,25.632899284362793,0.16351478,0.13044074
176,37.81610342878983,200,-5.0,N/A,25.17754602432251,0.16908118,0.119305715
177,28.272258431023772,200,2.0,N/A,24.72583770751953,0.14915743,0.09952031
178,24.113142047458965,200,5.0,N/A,24.083810091018677,0.14423686,0.10457807
179,28.28583861292783,200,-1.0,N/A,23.484819889068604,0.11239363,0.14057624
180,23.47946133182936,200,0.0,N/A,23.012233018875122,0.16062725,0.13398704
181,7.255535849212734,200,-7.0,N/A,25.703763961791992,0.16259855,0.12775993
182,25.326364383188753,200,2.0,N/A,25.188239812850952,0.15880035,0.13466555
183,22.08620100742985,200,2.0,N/A,24.992048263549805,0.11645071,0.14854357
184,24.658267765373974,200,2.0,N/A,25.36726188659668,0.16547067,0.1302684
185,20.107487275515496,200,-2.0,N/A,26.70731210708618,0.16679132,0.16574183
186,21.61348354799196,200,-9.0,N/A,25.147863149642944,0.14856324,0.14003156
187,12.927073683287434,200,-2.0,N/A,26.262100219726562,0.15629221,0.12436175
188,13.1022233777617,200,-3.0,N/A,24.562494039535522,0.16119473,0.10785355
189,32.68560995418346,200,-1.0,N/A,23.75931978225708,0.104962155,0.124077275
190,19.574003679820247,200,-4.0,N/A,24.627347946166992,0.1848281,0.11864439
191,30.62607463121159,200,-3.0,N/A,24.804661989212036,0.17910305,0.11183286
